year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2014,"Great Tinamou",Tinamus major,1,265.5,0.003766478342749529
2015,"Great Tinamou",Tinamus major,1,162.5,0.006153846153846154
2016,"Great Tinamou",Tinamus major,0,NA,NA
2017,"Great Tinamou",Tinamus major,1,78.8,0.012690355329949238
2018,"Great Tinamou",Tinamus major,0,175.75,0
2019,"Great Tinamou",Tinamus major,2,182,0.01098901098901099
1994,"Little Tinamou",Crypturellus soui,0,184,0
1995,"Little Tinamou",Crypturellus soui,0,190,0
1996,"Little Tinamou",Crypturellus soui,0,310,0
1997,"Little Tinamou",Crypturellus soui,0,218,0
1998,"Little Tinamou",Crypturellus soui,0,145,0
1999,"Little Tinamou",Crypturellus soui,0,147,0
2000,"Little Tinamou",Crypturellus soui,0,164,0
2001,"Little Tinamou",Crypturellus soui,0,257,0
2002,"Little Tinamou",Crypturellus soui,0,241,0
2003,"Little Tinamou",Crypturellus soui,0,236,0
2004,"Little Tinamou",Crypturellus soui,0,200,0
2005,"Little Tinamou",Crypturellus soui,0,177,0
2006,"Little Tinamou",Crypturellus soui,1,236.5,0.004228329809725159
2007,"Little Tinamou",Crypturellus soui,0,326,0
2008,"Little Tinamou",Crypturellus soui,0,251,0
2009,"Little Tinamou",Crypturellus soui,0,252,0
2010,"Little Tinamou",Crypturellus soui,0,198,0
2011,"Little Tinamou",Crypturellus soui,3,170,0.01764705882352941
2012,"Little Tinamou",Crypturellus soui,3,100.5,0.029850746268656716
2013,"Little Tinamou",Crypturellus soui,0,169.75,0
2014,"Little Tinamou",Crypturellus soui,0,265.5,0
2015,"Little Tinamou",Crypturellus soui,0,162.5,0
2016,"Little Tinamou",Crypturellus soui,2,NA,NA
2017,"Little Tinamou",Crypturellus soui,0,78.8,0
2018,"Little Tinamou",Crypturellus soui,1,175.75,0.005689900426742532
2019,"Little Tinamou",Crypturellus soui,3,182,0.016483516483516484
1994,"Thicket Tinamou",Crypturellus cinnamomeus,0,184,0
1995,"Thicket Tinamou",Crypturellus cinnamomeus,0,190,0
1996,"Thicket Tinamou",Crypturellus cinnamomeus,1,310,0.0032258064516129032
1997,"Thicket Tinamou",Crypturellus cinnamomeus,1,218,0.0045871559633027525
1998,"Thicket Tinamou",Crypturellus cinnamomeus,1,145,0.006896551724137931
1999,"Thicket Tinamou",Crypturellus cinnamomeus,0,147,0
2000,"Thicket Tinamou",Crypturellus cinnamomeus,0,164,0
2001,"Thicket Tinamou",Crypturellus cinnamomeus,0,257,0
2002,"Thicket Tinamou",Crypturellus cinnamomeus,0,241,0
2003,"Thicket Tinamou",Crypturellus cinnamomeus,1,236,0.00423728813559322
2004,"Thicket Tinamou",Crypturellus cinnamomeus,1,200,0.005
2005,"Thicket Tinamou",Crypturellus cinnamomeus,0,177,0
2006,"Thicket Tinamou",Crypturellus cinnamomeus,0,236.5,0
2007,"Thicket Tinamou",Crypturellus cinnamomeus,0,326,0
2008,"Thicket Tinamou",Crypturellus cinnamomeus,2,251,0.00796812749003984
2009,"Thicket Tinamou",Crypturellus cinnamomeus,0,252,0
2010,"Thicket Tinamou",Crypturellus cinnamomeus,0,198,0
2011,"Thicket Tinamou",Crypturellus cinnamomeus,1,170,0.0058823529411764705
2012,"Thicket Tinamou",Crypturellus cinnamomeus,0,100.5,0
2013,"Thicket Tinamou",Crypturellus cinnamomeus,0,169.75,0
2014,"Thicket Tinamou",Crypturellus cinnamomeus,0,265.5,0
2015,"Thicket Tinamou",Crypturellus cinnamomeus,0,162.5,0
2016,"Thicket Tinamou",Crypturellus cinnamomeus,2,NA,NA
2017,"Thicket Tinamou",Crypturellus cinnamomeus,0,78.8,0
2018,"Thicket Tinamou",Crypturellus cinnamomeus,0,175.75,0
2019,"Thicket Tinamou",Crypturellus cinnamomeus,1,182,0.005494505494505495
1994,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,184,0
1995,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,190,0
1996,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,310,0
1997,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,218,0
1998,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,145,0
1999,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,147,0
2000,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,164,0
2001,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,257,0
2002,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,241,0
2003,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,236,0
2004,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,200,0
2005,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,177,0
2006,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,236.5,0
2007,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,326,0
2008,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,251,0
2009,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,252,0
2010,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,198,0
2011,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,170,0
2012,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,100.5,0
2013,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,169.75,0
2014,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,265.5,0
2015,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,162.5,0
2016,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,7,NA,NA
2017,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,78.8,0
2018,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,175.75,0
2019,"Black-bellied Whistling-Duck",Dendrocygna autumnalis,0,182,0
1994,"Muscovy Duck",Cairina moschata,0,184,0
1995,"Muscovy Duck",Cairina moschata,0,190,0
1996,"Muscovy Duck",Cairina moschata,0,310,0
1997,"Muscovy Duck",Cairina moschata,0,218,0
1998,"Muscovy Duck",Cairina moschata,0,145,0
1999,"Muscovy Duck",Cairina moschata,0,147,0
2000,"Muscovy Duck",Cairina moschata,0,164,0
2001,"Muscovy Duck",Cairina moschata,0,257,0
2002,"Muscovy Duck",Cairina moschata,0,241,0
2003,"Muscovy Duck",Cairina moschata,0,236,0
2004,"Muscovy Duck",Cairina moschata,0,200,0
2005,"Muscovy Duck",Cairina moschata,0,177,0
2006,"Muscovy Duck",Cairina moschata,0,236.5,0
2007,"Muscovy Duck",Cairina moschata,0,326,0
2008,"Muscovy Duck",Cairina moschata,0,251,0
2009,"Muscovy Duck",Cairina moschata,0,252,0
2010,"Muscovy Duck",Cairina moschata,0,198,0
2011,"Muscovy Duck",Cairina moschata,0,170,0
2012,"Muscovy Duck",Cairina moschata,0,100.5,0
2013,"Muscovy Duck",Cairina moschata,0,169.75,0
2014,"Muscovy Duck",Cairina moschata,0,265.5,0
2015,"Muscovy Duck",Cairina moschata,1,162.5,0.006153846153846154
2016,"Muscovy Duck",Cairina moschata,0,NA,NA
2017,"Muscovy Duck",Cairina moschata,0,78.8,0
2018,"Muscovy Duck",Cairina moschata,0,175.75,0
2019,"Muscovy Duck",Cairina moschata,0,182,0
1994,"Northern Shoveler",Anas clypeata,0,184,0
1995,"Northern Shoveler",Anas clypeata,0,190,0
1996,"Northern Shoveler",Anas clypeata,0,310,0
1997,"Northern Shoveler",Anas clypeata,0,218,0
1998,"Northern Shoveler",Anas clypeata,0,145,0
1999,"Northern Shoveler",Anas clypeata,0,147,0
2000,"Northern Shoveler",Anas clypeata,0,164,0
2001,"Northern Shoveler",Anas clypeata,0,257,0
2002,"Northern Shoveler",Anas clypeata,0,241,0
2003,"Northern Shoveler",Anas clypeata,0,236,0
2004,"Northern Shoveler",Anas clypeata,0,200,0
2005,"Northern Shoveler",Anas clypeata,0,177,0
2006,"Northern Shoveler",Anas clypeata,5,236.5,0.021141649048625793
2007,"Northern Shoveler",Anas clypeata,0,326,0
2008,"Northern Shoveler",Anas clypeata,0,251,0
2009,"Northern Shoveler",Anas clypeata,0,252,0
2010,"Northern Shoveler",Anas clypeata,0,198,0
2011,"Northern Shoveler",Anas clypeata,0,170,0
2012,"Northern Shoveler",Anas clypeata,0,100.5,0
2013,"Northern Shoveler",Anas clypeata,0,169.75,0
2014,"Northern Shoveler",Anas clypeata,0,265.5,0
2015,"Northern Shoveler",Anas clypeata,0,162.5,0
2016,"Northern Shoveler",Anas clypeata,0,NA,NA
2017,"Northern Shoveler",Anas clypeata,0,78.8,0
2018,"Northern Shoveler",Anas clypeata,0,175.75,0
2019,"Northern Shoveler",Anas clypeata,0,182,0
1994,"Lesser Scaup",Aythya affinis,0,184,0
1995,"Lesser Scaup",Aythya affinis,0,190,0
1996,"Lesser Scaup",Aythya affinis,0,310,0
1997,"Lesser Scaup",Aythya affinis,0,218,0
1998,"Lesser Scaup",Aythya affinis,0,145,0
1999,"Lesser Scaup",Aythya affinis,0,147,0
2000,"Lesser Scaup",Aythya affinis,0,164,0
2001,"Lesser Scaup",Aythya affinis,0,257,0
2002,"Lesser Scaup",Aythya affinis,0,241,0
2003,"Lesser Scaup",Aythya affinis,0,236,0
2004,"Lesser Scaup",Aythya affinis,0,200,0
2005,"Lesser Scaup",Aythya affinis,0,177,0
2006,"Lesser Scaup",Aythya affinis,0,236.5,0
2007,"Lesser Scaup",Aythya affinis,0,326,0
2008,"Lesser Scaup",Aythya affinis,0,251,0
2009,"Lesser Scaup",Aythya affinis,0,252,0
2010,"Lesser Scaup",Aythya affinis,0,198,0
2011,"Lesser Scaup",Aythya affinis,0,170,0
2012,"Lesser Scaup",Aythya affinis,0,100.5,0
2013,"Lesser Scaup",Aythya affinis,0,169.75,0
2014,"Lesser Scaup",Aythya affinis,4,265.5,0.015065913370998116
2015,"Lesser Scaup",Aythya affinis,1,162.5,0.006153846153846154
2016,"Lesser Scaup",Aythya affinis,0,NA,NA
2017,"Lesser Scaup",Aythya affinis,0,78.8,0
2018,"Lesser Scaup",Aythya affinis,0,175.75,0
2019,"Lesser Scaup",Aythya affinis,0,182,0
1994,"Gray-headed Chachalaca",Ortalis cinereiceps,8,184,0.043478260869565216
1995,"Gray-headed Chachalaca",Ortalis cinereiceps,45,190,0.23684210526315788
1996,"Gray-headed Chachalaca",Ortalis cinereiceps,6,310,0.01935483870967742
1997,"Gray-headed Chachalaca",Ortalis cinereiceps,15,218,0.06880733944954129
1998,"Gray-headed Chachalaca",Ortalis cinereiceps,16,145,0.1103448275862069
1999,"Gray-headed Chachalaca",Ortalis cinereiceps,13,147,0.08843537414965986
2000,"Gray-headed Chachalaca",Ortalis cinereiceps,4,164,0.024390243902439025
2001,"Gray-headed Chachalaca",Ortalis cinereiceps,33,257,0.12840466926070038
2002,"Gray-headed Chachalaca",Ortalis cinereiceps,18,241,0.07468879668049792
2003,"Gray-headed Chachalaca",Ortalis cinereiceps,13,236,0.05508474576271186
2004,"Gray-headed Chachalaca",Ortalis cinereiceps,14,200,0.07
2005,"Gray-headed Chachalaca",Ortalis cinereiceps,25,177,0.14124293785310735
2006,"Gray-headed Chachalaca",Ortalis cinereiceps,9,236.5,0.03805496828752643
2007,"Gray-headed Chachalaca",Ortalis cinereiceps,37,326,0.11349693251533742
2008,"Gray-headed Chachalaca",Ortalis cinereiceps,46,251,0.18326693227091634
2009,"Gray-headed Chachalaca",Ortalis cinereiceps,47,252,0.1865079365079365
2010,"Gray-headed Chachalaca",Ortalis cinereiceps,48,198,0.24242424242424243
2011,"Gray-headed Chachalaca",Ortalis cinereiceps,12,170,0.07058823529411765
2012,"Gray-headed Chachalaca",Ortalis cinereiceps,16,100.5,0.15920398009950248
2013,"Gray-headed Chachalaca",Ortalis cinereiceps,28,169.75,0.16494845360824742
2014,"Gray-headed Chachalaca",Ortalis cinereiceps,34,265.5,0.128060263653484
2015,"Gray-headed Chachalaca",Ortalis cinereiceps,13,162.5,0.08
2016,"Gray-headed Chachalaca",Ortalis cinereiceps,86,NA,NA
2017,"Gray-headed Chachalaca",Ortalis cinereiceps,13,78.8,0.1649746192893401
2018,"Gray-headed Chachalaca",Ortalis cinereiceps,33,175.75,0.18776671408250356
2019,"Gray-headed Chachalaca",Ortalis cinereiceps,107,182,0.5879120879120879
1994,"Crested Guan",Penelope purpurascens,17,184,0.09239130434782608
1995,"Crested Guan",Penelope purpurascens,9,190,0.04736842105263158
1996,"Crested Guan",Penelope purpurascens,13,310,0.041935483870967745
1997,"Crested Guan",Penelope purpurascens,4,218,0.01834862385321101
1998,"Crested Guan",Penelope purpurascens,18,145,0.12413793103448276
1999,"Crested Guan",Penelope purpurascens,8,147,0.05442176870748299
2000,"Crested Guan",Penelope purpurascens,18,164,0.10975609756097561
2001,"Crested Guan",Penelope purpurascens,20,257,0.07782101167315175
2002,"Crested Guan",Penelope purpurascens,16,241,0.06639004149377593
2003,"Crested Guan",Penelope purpurascens,27,236,0.11440677966101695
2004,"Crested Guan",Penelope purpurascens,4,200,0.02
2005,"Crested Guan",Penelope purpurascens,29,177,0.1638418079096045
2006,"Crested Guan",Penelope purpurascens,33,236.5,0.13953488372093023
2007,"Crested Guan",Penelope purpurascens,19,326,0.05828220858895705
2008,"Crested Guan",Penelope purpurascens,15,251,0.05976095617529881
2009,"Crested Guan",Penelope purpurascens,21,252,0.08333333333333333
2010,"Crested Guan",Penelope purpurascens,26,198,0.13131313131313133
2011,"Crested Guan",Penelope purpurascens,12,170,0.07058823529411765
2012,"Crested Guan",Penelope purpurascens,5,100.5,0.04975124378109453
2013,"Crested Guan",Penelope purpurascens,6,169.75,0.035346097201767304
2014,"Crested Guan",Penelope purpurascens,33,265.5,0.12429378531073447
2015,"Crested Guan",Penelope purpurascens,30,162.5,0.18461538461538463
2016,"Crested Guan",Penelope purpurascens,72,NA,NA
2017,"Crested Guan",Penelope purpurascens,9,78.8,0.11421319796954316
2018,"Crested Guan",Penelope purpurascens,34,175.75,0.1934566145092461
2019,"Crested Guan",Penelope purpurascens,48,182,0.26373626373626374
1994,"Black Guan",Chamaepetes unicolor,35,184,0.19021739130434784
1995,"Black Guan",Chamaepetes unicolor,32,190,0.16842105263157894
1996,"Black Guan",Chamaepetes unicolor,37,310,0.11935483870967742
1997,"Black Guan",Chamaepetes unicolor,10,218,0.045871559633027525
1998,"Black Guan",Chamaepetes unicolor,8,145,0.05517241379310345
1999,"Black Guan",Chamaepetes unicolor,16,147,0.10884353741496598
2000,"Black Guan",Chamaepetes unicolor,13,164,0.07926829268292683
2001,"Black Guan",Chamaepetes unicolor,18,257,0.07003891050583658
2002,"Black Guan",Chamaepetes unicolor,68,241,0.2821576763485477
2003,"Black Guan",Chamaepetes unicolor,28,236,0.11864406779661017
2004,"Black Guan",Chamaepetes unicolor,18,200,0.09
2005,"Black Guan",Chamaepetes unicolor,22,177,0.12429378531073447
2006,"Black Guan",Chamaepetes unicolor,53,236.5,0.22410147991543342
2007,"Black Guan",Chamaepetes unicolor,70,326,0.2147239263803681
2008,"Black Guan",Chamaepetes unicolor,55,251,0.21912350597609562
2009,"Black Guan",Chamaepetes unicolor,10,252,0.03968253968253968
2010,"Black Guan",Chamaepetes unicolor,10,198,0.050505050505050504
2011,"Black Guan",Chamaepetes unicolor,13,170,0.07647058823529412
2012,"Black Guan",Chamaepetes unicolor,12,100.5,0.11940298507462686
2013,"Black Guan",Chamaepetes unicolor,6,169.75,0.035346097201767304
2014,"Black Guan",Chamaepetes unicolor,38,265.5,0.1431261770244821
2015,"Black Guan",Chamaepetes unicolor,49,162.5,0.30153846153846153
2016,"Black Guan",Chamaepetes unicolor,54,NA,NA
2017,"Black Guan",Chamaepetes unicolor,26,78.8,0.3299492385786802
2018,"Black Guan",Chamaepetes unicolor,22,175.75,0.1251778093883357
2019,"Black Guan",Chamaepetes unicolor,27,182,0.14835164835164835
1994,"Great Curassow",Crax rubra,0,184,0
1995,"Great Curassow",Crax rubra,0,190,0
1996,"Great Curassow",Crax rubra,0,310,0
1997,"Great Curassow",Crax rubra,0,218,0
1998,"Great Curassow",Crax rubra,0,145,0
1999,"Great Curassow",Crax rubra,0,147,0
2000,"Great Curassow",Crax rubra,0,164,0
2001,"Great Curassow",Crax rubra,0,257,0
2002,"Great Curassow",Crax rubra,0,241,0
2003,"Great Curassow",Crax rubra,0,236,0
2004,"Great Curassow",Crax rubra,0,200,0
2005,"Great Curassow",Crax rubra,0,177,0
2006,"Great Curassow",Crax rubra,0,236.5,0
2007,"Great Curassow",Crax rubra,0,326,0
2008,"Great Curassow",Crax rubra,0,251,0
2009,"Great Curassow",Crax rubra,1,252,0.003968253968253968
2010,"Great Curassow",Crax rubra,0,198,0
2011,"Great Curassow",Crax rubra,0,170,0
2012,"Great Curassow",Crax rubra,2,100.5,0.01990049751243781
2013,"Great Curassow",Crax rubra,3,169.75,0.017673048600883652
2014,"Great Curassow",Crax rubra,0,265.5,0
2015,"Great Curassow",Crax rubra,2,162.5,0.012307692307692308
2016,"Great Curassow",Crax rubra,0,NA,NA
2017,"Great Curassow",Crax rubra,0,78.8,0
2018,"Great Curassow",Crax rubra,1,175.75,0.005689900426742532
2019,"Great Curassow",Crax rubra,4,182,0.02197802197802198
1994,"Crested Bobwhite",Colinus cristatus,10,184,0.05434782608695652
1995,"Crested Bobwhite",Colinus cristatus,2,190,0.010526315789473684
1996,"Crested Bobwhite",Colinus cristatus,0,310,0
1997,"Crested Bobwhite",Colinus cristatus,2,218,0.009174311926605505
1998,"Crested Bobwhite",Colinus cristatus,2,145,0.013793103448275862
1999,"Crested Bobwhite",Colinus cristatus,0,147,0
2000,"Crested Bobwhite",Colinus cristatus,0,164,0
2001,"Crested Bobwhite",Colinus cristatus,0,257,0
2002,"Crested Bobwhite",Colinus cristatus,0,241,0
2003,"Crested Bobwhite",Colinus cristatus,0,236,0
2004,"Crested Bobwhite",Colinus cristatus,0,200,0
2005,"Crested Bobwhite",Colinus cristatus,0,177,0
2006,"Crested Bobwhite",Colinus cristatus,0,236.5,0
2007,"Crested Bobwhite",Colinus cristatus,0,326,0
2008,"Crested Bobwhite",Colinus cristatus,0,251,0
2009,"Crested Bobwhite",Colinus cristatus,0,252,0
2010,"Crested Bobwhite",Colinus cristatus,0,198,0
2011,"Crested Bobwhite",Colinus cristatus,8,170,0.047058823529411764
2012,"Crested Bobwhite",Colinus cristatus,5,100.5,0.04975124378109453
2013,"Crested Bobwhite",Colinus cristatus,0,169.75,0
2014,"Crested Bobwhite",Colinus cristatus,0,265.5,0
2015,"Crested Bobwhite",Colinus cristatus,4,162.5,0.024615384615384615
2016,"Crested Bobwhite",Colinus cristatus,0,NA,NA
2017,"Crested Bobwhite",Colinus cristatus,0,78.8,0
2018,"Crested Bobwhite",Colinus cristatus,0,175.75,0
2019,"Crested Bobwhite",Colinus cristatus,0,182,0
1994,"Black-eared Wood-Quail",Odontophorus melanotis,0,184,0
1995,"Black-eared Wood-Quail",Odontophorus melanotis,0,190,0
1996,"Black-eared Wood-Quail",Odontophorus melanotis,0,310,0
1997,"Black-eared Wood-Quail",Odontophorus melanotis,0,218,0
1998,"Black-eared Wood-Quail",Odontophorus melanotis,0,145,0
1999,"Black-eared Wood-Quail",Odontophorus melanotis,0,147,0
2000,"Black-eared Wood-Quail",Odontophorus melanotis,0,164,0
2001,"Black-eared Wood-Quail",Odontophorus melanotis,0,257,0
2002,"Black-eared Wood-Quail",Odontophorus melanotis,0,241,0
2003,"Black-eared Wood-Quail",Odontophorus melanotis,0,236,0
2004,"Black-eared Wood-Quail",Odontophorus melanotis,0,200,0
2005,"Black-eared Wood-Quail",Odontophorus melanotis,0,177,0
2006,"Black-eared Wood-Quail",Odontophorus melanotis,0,236.5,0
2007,"Black-eared Wood-Quail",Odontophorus melanotis,0,326,0
2008,"Black-eared Wood-Quail",Odontophorus melanotis,0,251,0
2009,"Black-eared Wood-Quail",Odontophorus melanotis,0,252,0
2010,"Black-eared Wood-Quail",Odontophorus melanotis,0,198,0
2011,"Black-eared Wood-Quail",Odontophorus melanotis,0,170,0
2012,"Black-eared Wood-Quail",Odontophorus melanotis,0,100.5,0
2013,"Black-eared Wood-Quail",Odontophorus melanotis,0,169.75,0
2014,"Black-eared Wood-Quail",Odontophorus melanotis,1,265.5,0.003766478342749529
2015,"Black-eared Wood-Quail",Odontophorus melanotis,0,162.5,0
2016,"Black-eared Wood-Quail",Odontophorus melanotis,0,NA,NA
2017,"Black-eared Wood-Quail",Odontophorus melanotis,0,78.8,0
2018,"Black-eared Wood-Quail",Odontophorus melanotis,0,175.75,0
2019,"Black-eared Wood-Quail",Odontophorus melanotis,0,182,0
1994,"Black-breasted Wood-Quail",Odontophorus leucolaemus,18,184,0.09782608695652174
1995,"Black-breasted Wood-Quail",Odontophorus leucolaemus,72,190,0.37894736842105264
1996,"Black-breasted Wood-Quail",Odontophorus leucolaemus,31,310,0.1
1997,"Black-breasted Wood-Quail",Odontophorus leucolaemus,10,218,0.045871559633027525
1998,"Black-breasted Wood-Quail",Odontophorus leucolaemus,12,145,0.08275862068965517
1999,"Black-breasted Wood-Quail",Odontophorus leucolaemus,28,147,0.19047619047619047
2000,"Black-breasted Wood-Quail",Odontophorus leucolaemus,21,164,0.12804878048780488
2001,"Black-breasted Wood-Quail",Odontophorus leucolaemus,56,257,0.2178988326848249
2002,"Black-breasted Wood-Quail",Odontophorus leucolaemus,52,241,0.2157676348547718
2003,"Black-breasted Wood-Quail",Odontophorus leucolaemus,22,236,0.09322033898305085
2004,"Black-breasted Wood-Quail",Odontophorus leucolaemus,10,200,0.05
2005,"Black-breasted Wood-Quail",Odontophorus leucolaemus,102,177,0.576271186440678
2006,"Black-breasted Wood-Quail",Odontophorus leucolaemus,67,236.5,0.2832980972515856
2007,"Black-breasted Wood-Quail",Odontophorus leucolaemus,81,326,0.24846625766871167
2008,"Black-breasted Wood-Quail",Odontophorus leucolaemus,35,251,0.1394422310756972
2009,"Black-breasted Wood-Quail",Odontophorus leucolaemus,67,252,0.26587301587301587
2010,"Black-breasted Wood-Quail",Odontophorus leucolaemus,25,198,0.12626262626262627
2011,"Black-breasted Wood-Quail",Odontophorus leucolaemus,13,170,0.07647058823529412
2012,"Black-breasted Wood-Quail",Odontophorus leucolaemus,16,100.5,0.15920398009950248
2013,"Black-breasted Wood-Quail",Odontophorus leucolaemus,44,169.75,0.25920471281296026
2014,"Black-breasted Wood-Quail",Odontophorus leucolaemus,85,265.5,0.32015065913371
2015,"Black-breasted Wood-Quail",Odontophorus leucolaemus,85,162.5,0.5230769230769231
2016,"Black-breasted Wood-Quail",Odontophorus leucolaemus,122,NA,NA
2017,"Black-breasted Wood-Quail",Odontophorus leucolaemus,26,78.8,0.3299492385786802
2018,"Black-breasted Wood-Quail",Odontophorus leucolaemus,41,175.75,0.2332859174964438
2019,"Black-breasted Wood-Quail",Odontophorus leucolaemus,34,182,0.18681318681318682
1994,"Least Grebe",Tachybaptus dominicus,2,184,0.010869565217391304
1995,"Least Grebe",Tachybaptus dominicus,2,190,0.010526315789473684
1996,"Least Grebe",Tachybaptus dominicus,6,310,0.01935483870967742
1997,"Least Grebe",Tachybaptus dominicus,2,218,0.009174311926605505
1998,"Least Grebe",Tachybaptus dominicus,1,145,0.006896551724137931
1999,"Least Grebe",Tachybaptus dominicus,6,147,0.04081632653061224
2000,"Least Grebe",Tachybaptus dominicus,8,164,0.04878048780487805
2001,"Least Grebe",Tachybaptus dominicus,5,257,0.019455252918287938
2002,"Least Grebe",Tachybaptus dominicus,3,241,0.012448132780082987
2003,"Least Grebe",Tachybaptus dominicus,4,236,0.01694915254237288
2004,"Least Grebe",Tachybaptus dominicus,5,200,0.025
2005,"Least Grebe",Tachybaptus dominicus,4,177,0.022598870056497175
2006,"Least Grebe",Tachybaptus dominicus,6,236.5,0.02536997885835095
2007,"Least Grebe",Tachybaptus dominicus,2,326,0.006134969325153374
2008,"Least Grebe",Tachybaptus dominicus,1,251,0.00398406374501992
2009,"Least Grebe",Tachybaptus dominicus,10,252,0.03968253968253968
2010,"Least Grebe",Tachybaptus dominicus,3,198,0.015151515151515152
2011,"Least Grebe",Tachybaptus dominicus,0,170,0
2012,"Least Grebe",Tachybaptus dominicus,0,100.5,0
2013,"Least Grebe",Tachybaptus dominicus,0,169.75,0
2014,"Least Grebe",Tachybaptus dominicus,2,265.5,0.007532956685499058
2015,"Least Grebe",Tachybaptus dominicus,2,162.5,0.012307692307692308
2016,"Least Grebe",Tachybaptus dominicus,8,NA,NA
2017,"Least Grebe",Tachybaptus dominicus,3,78.8,0.03807106598984772
2018,"Least Grebe",Tachybaptus dominicus,5,175.75,0.02844950213371266
